Ad format;Campaign;Campaign ID;Clicks;Impr.;Cost;Conversions
Bumper;McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - Bumper;23230869507;899;1,389,103;1748.2;272.01
Skippable in-stream;McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;224;387,308;1199.78;64.59
In-feed;McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;3;112,209;83.82;5.01
Bumper;McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;187;177,253;416.53;49
Skippable in-stream;McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;262;310,159;999.81;107.24
In-feed;McDonald's Farmburger Oct - Nov 2025 (YT) - Bumper;23201466458;12;477,529;143.09;12.26
Bumper;McDonald's Farmburger Oct - Nov 2025 (YT) - Bumper;23201466458;588;661,019;856.55;184.62
In-feed;McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;3;262,291;120.38;1
Bumper;McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;385;371,184;679.55;17.13
Skippable in-stream;McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;298;167,003;800.33;145.57
Skippable in-stream;McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - CPV;23159917831;660;522,123;1941.98;335.55
Skippable in-stream;McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;702;566,789;1999.47;237.49
In-feed;McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - Bumper;23151658453;0;359,927;191.34;8.13
Bumper;McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - Bumper;23151658453;747;544,212;1007.01;24
Skippable in-stream;McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - CPV;23151653998;540;488,638;1797.77;91.84
In-feed;McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;30;681,270;399.46;20.25
Bumper;McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;512;775,425;1100.16;120.14
In-feed;McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - Bumper;23150230785;36;963,593;366.8;15.93
Bumper;McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - Bumper;23150230785;680;869,968;1054.6;157.42
In-feed;McDonald's McNuggets III Oct - Nov 2025 (YT) - Bumper;23128436618;17;689,523;223.65;4.8
Bumper;McDonald's McNuggets III Oct - Nov 2025 (YT) - Bumper;23128436618;691;628,690;975.02;14.18
Skippable in-stream;McDonald's McNuggets III Oct - Nov 2025 (YT) - CPV;23128434905;555;552,533;1999.14;108.93
In-feed;McDonald's Snack Menu AO Oct - Nov 2025 (YT) - Bumper;23117041842;20;839,564;286.93;15
Bumper;McDonald's Snack Menu AO Oct - Nov 2025 (YT) - Bumper;23117041842;838;974,582;1212.92;69.76
Skippable in-stream;McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;442;456,259;1499.87;95.23
Skippable in-stream;McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;694;976,734;2500.99;347.59
In-feed;McDonald's Trust II October 2025 (YT) - Bumper;23084692753;14;922,416;245.78;0.08
Bumper;McDonald's Trust II October 2025 (YT) - Bumper;23084692753;1,277;967,614;1253.83;27.99
Skippable in-stream;McDonald's Trust II October 2025 (YT) - CPV;23084692750;1,040;810,034;2498.83;201.78
In-feed;McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;7;475,683;168.99;28.8
Bumper;McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;319;351,179;405.2;5.42
Skippable in-stream;McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV;23080445477;323;327,837;1081.05;83.58
Bumper;McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;682;1,431,173;1500.93;133.95
Skippable in-stream;McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV;23062023805;564;267,118;999.32;212.46
In-feed;McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;52;877,691;343.5;74.33
Bumper;McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;311;286,785;348.17;11
In-feed;McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;6;436,665;186.16;14.01
Bumper;McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;519;472,426;814.04;0
In-feed;McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;91;1,339,179;341.81;8.01
Bumper;McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;542;1,029,054;1158.44;106.06
Skippable in-stream;McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV;23057401193;603;798,543;2500.43;207.48
Skippable in-stream;Zott Hungry Oct - Nov 2025 (YT) - Reach Mix;23053538297;519;1,021,602;2598.04;0
Bumper;Zott Hungry Oct - Nov 2025 (YT) - Reach Mix;23053538297;3,971;2,432,707;3986.01;0
Skippable in-stream;McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;532;442,201;1500.11;122.83
Skippable in-stream;McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;651;810,474;2499.9;234.31
In-feed;McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper;23051177880;18;531,645;245.72;7.79
Bumper;McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper;23051177880;899;774,676;1254.26;180.72
In-feed;McDonald's MOP Sep - Nov 2025 (YT) - Bumper;23038275832;12;605,572;258.12;5.01
Bumper;McDonald's MOP Sep - Nov 2025 (YT) - Bumper;23038275832;764;740,986;1242.81;111.46
Skippable in-stream;McDonald's MOP Sep - Nov 2025 (YT) - CPV;23038260706;610;694,830;2200.97;214.51
Bumper;Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;1,441;1,363,753;1863.91;0
Shorts;Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;348;280,218;136.7;0
Skippable in-stream;Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV;23008688560;1,010;1,514,825;4636.78;0
In-feed;Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV;23008688560;12;444,582;213.19;0
Shorts;Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV;23008688560;644;234,066;150.91;0
Skippable in-stream;Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV;23005394785;589;965,829;2914.44;0
In-feed;Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV;23005394785;19;322,028;85.95;0
Bumper;Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM;23001363809;447;729,333;1000.45;0
Skippable in-stream;McDonald's Snack Menu Sep - Oct 2025 (YT) - CPV;23000376953;1,229;1,159,811;3499.62;593.15
In-feed;McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper;22994092464;38;1,306,340;433.21;38.69
Bumper;McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper;22994092464;1,744;1,735,106;2066.45;24.06
Skippable in-stream;McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;1,041;1,074,920;3500.2;424.21
In-feed;McDonald's MOP Aug - Sep 2025 (YT) - Bumper;22974152623;27;1,004,638;309.93;17.01
Bumper;McDonald's MOP Aug - Sep 2025 (YT) - Bumper;22974152623;1,381;1,466,251;1688.28;28.74
In-feed;McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper;22972236465;27;1,493,461;476.21;46.29
Bumper;McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper;22972236465;1,714;1,667,958;2024.04;81.43
Skippable in-stream;McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;885;844,730;2499.01;386.31
Skippable in-stream;Zott Monte Aug - Sep 2025 (YT) - TrueView - CPV;22946567491;6,202;1,499,048;5420.1;0
In-feed;Zott Monte Aug - Sep 2025 (YT) - TrueView - CPV;22946567491;7;103,732;72.33;0
Shorts;Zott Monte Aug - Sep 2025 (YT) - TrueView - CPV;22946567491;0;373;0.62;0
Skippable in-stream;McDonald's Employer Image III - Young Adults - Aug - Sep 2025 (VVC) - CPV;22931314702;4,332;917,660;3367.24;1,453.49
Shorts;McDonald's Employer Image III - Young Adults - Aug - Sep 2025 (VVC) - CPV;22931314702;508;194,033;130.08;25.11
Skippable in-stream;T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI;22928895972;2,188;1,256,267;2860.6;523.76
Skippable in-stream;McDonald's Employer Image III Aug - Sep 2025 (YT) - CPV;22921320684;1,117;1,036,209;2499.1;371.31
Skippable in-stream;McDonald's Employer Image III Aug - Sep 2025 (Demand Gen) - CPC;22921219638;11,184;266,198;241.21;360.27
In-feed;McDonald's Employer Image III Aug - Sep 2025 (Demand Gen) - CPC;22921219638;54,498;3,632,577;1202.44;2,988.56
Shorts;McDonald's Employer Image III Aug - Sep 2025 (Demand Gen) - CPC;22921219638;2,677;347,794;56.71;299.68
Skippable in-stream;T03_001636_HR_NFC_CellularEpigenetics_AW_Sep25_Oct25_fullf_OMD_DigGR_VRC_oKPI;22911143511;1,242;1,235,673;3132.99;163.01
Bumper;T03_001636_HR_NFC_CellularEpigenetics_AW_Sep25_Oct25_fullf_OMD_DigGR_VRC_oKPI;22911143511;2,255;1,692,051;3321.82;89.84
Shorts;T03_001636_HR_NFC_CellularEpigenetics_AW_Sep25_Oct25_fullf_OMD_DigGR_VRC_oKPI;22911143511;3,859;2,383,762;2351.18;599
In-feed;McDonald's Opusteno Dopusteno II August 2025 (YT) - Bumper;22895981650;20;759,676;179.55;28.61
Bumper;McDonald's Opusteno Dopusteno II August 2025 (YT) - Bumper;22895981650;1,389;1,266,716;1320.5;10.03
Skippable in-stream;McDonald's Opusteno Dopusteno II August 2025 (YT) - CPV;22895928142;976;1,035,085;2499.43;643.49
In-feed;McDonald's McCrispy AO Aug - Sep 2025 (YT) - Bumper;22892098685;19;1,277,794;377.54;66.91
Bumper;McDonald's McCrispy AO Aug - Sep 2025 (YT) - Bumper;22892098685;1,528;1,542,496;1622.78;178.01
Skippable in-stream;McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;22886402763;811;979,256;2500.44;252.07
Skippable in-stream;T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCF_oKPI;22876405666;636;739,849;1674.51;36
Bumper;T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCF_oKPI;22876405666;1,659;1,602,204;2740.46;2
Shorts;T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCF_oKPI;22876405666;3,026;1,727,374;1586.23;118.79
Skippable in-stream;McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;235;189,876;406.19;48.52
In-feed;McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;0;250;0.45;0
Shorts;McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;0;29;0;0
Skippable in-stream;T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;375;446,029;801.23;6
Bumper;T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;826;885,104;1155.05;0
Shorts;T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;1,215;1,104,358;744.96;25
In-feed;McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;2;121,280;41.98;4
Bumper;McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;157;130,274;171.32;6
Skippable in-stream;McDonald's McNuggets II July - August 2025 - CPV;22818941470;568;747,912;1775.47;349.19
In-feed;McDonald's McNuggets II July - August 2025 - CPV;22818941470;5;201,077;100.77;26.03
Shorts;McDonald's McNuggets II July - August 2025 - CPV;22818941470;507;227,817;125.24;97.27
In-feed;McDonald's McNuggets II July - August 2025 - Bumper;22809289179;8;577,002;149.3;69.82
Bumper;McDonald's McNuggets II July - August 2025 - Bumper;22809289179;799;864,621;851.34;31
Skippable in-stream;McDonald's HM Lil McD's July 2025 (YT) - CPV;22784870398;699;562,622;1788.3;374.91
Bumper;McDonald's HM Lil McD's July 2025 (YT) - Bumper;22775346894;540;456,687;704.25;13.69
In-feed;McDonald's Mixology July 2025 (YT) - Bumper;22765251787;12;333,101;114.86;54.5
Bumper;McDonald's Mixology July 2025 (YT) - Bumper;22765251787;493;454,970;684.78;24.31
Skippable in-stream;McDonald's Mixology July 2025 (YT) - CPV;22761591506;495;413,288;1199.43;144.89
Skippable in-stream;T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC;22759159350;1,875;1,485,479;3780.69;181.03
Bumper;T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC;22759159350;2,953;1,981,590;4071.91;45.42
Shorts;T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC;22759159350;3,908;2,087,113;2247.46;214.87
Skippable in-stream;McDonald's Breakfast July - September 2025 (YT) - CPV;22743236866;807;838,959;2497.91;551.63
In-feed;McDonald's McCrispy July 2025 (YT) - Bumper;22742489014;18;762,643;178.38;7.69
Bumper;McDonald's McCrispy July 2025 (YT) - Bumper;22742489014;1,497;1,211,616;1319.63;72
In-feed;McDonald's Breakfast July - September 2025 (YT) - Bumper;22739492762;30;803,941;300.17;24
Bumper;McDonald's Breakfast July - September 2025 (YT) - Bumper;22739492762;1,272;815,423;1198.99;76.95
Skippable in-stream;McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;10,616;3,554,705;2515.85;44.29
In-feed;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;422;2,034,585;236;1
Bumper;McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;5,804;3,203,823;1284.39;6.02
In-feed;McDonald's McDelivery July - September 2025 (YT) - Bumper;22739006393;44;1,286,294;401.84;40.57
Bumper;McDonald's McDelivery July - September 2025 (YT) - Bumper;22739006393;1,543;1,529,677;2099.93;18.35
Skippable in-stream;McDonald's McCrispy July 2025 (YT) - CPV;22738912700;1,066;810,143;2497.24;348.78
Skippable in-stream;McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;13,548;4,369,007;3587.4;4,401.22
In-feed;McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;21;1,213,238;360.99;61.22
Bumper;McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;1,776;1,544,911;2139.7;119.44
Skippable in-stream;McDonald's Maestro III June-August 2025 (YT) - CPV;22738216012;1,486;1,083,456;3041.11;557.61
In-feed;McDonald's Maestro III June-August 2025 (YT) - Bumper;22738160776;35;1,229,951;345.66;82.91
Bumper;McDonald's Maestro III June-August 2025 (YT) - Bumper;22738160776;1,937;1,637,947;1918.57;111
In-feed;McDonald's Coffee July - September 2025 (YT) - Bumper;22733055054;58;1,487,180;331.33;29.67
Bumper;McDonald's Coffee July - September 2025 (YT) - Bumper;22733055054;863;1,389,037;1169.06;72.08
Skippable in-stream;McDonald's Coffee July - September 2025 (YT) - CPV;22733053338;921;860,386;2500.29;364.53
Skippable in-stream;McDonald's McDelivery July - September 2025 (YT) - CPV;22732857306;1,373;1,078,250;3101.93;506.78
Skippable in-stream;McDonald's Grimace May - July 2025 (YT) - CPV;22728306162;1,746;1,232,277;3800.92;919.34
Shorts;T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22710781375;2,255;2,090,687;1500.92;43.13
In-feed;McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper;22710122542;25;1,023,187;333.66;120.15
Bumper;McDonald's Pistachio Desert II June - August 2025 (YT) - Bumper;22710122542;1,371;1,070,532;1666.83;120.23
Skippable in-stream;T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView;22707031568;13,130;5,965,313;11997.8;432.96
Skippable in-stream;McDonald's Pistachio Desert II June - August 2025 (YT) - CPV;22706177735;1,097;1,049,657;3000.55;481.53
Bumper;T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper;22701067602;14,555;7,060,434;11994.29;99.9
Skippable in-stream;T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22686046442;11,287;4,512,157;13647.9;639.09
Skippable in-stream;McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV;22684510476;4,236;1,970,700;5999.54;1,384.85
In-feed;McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper;22684499418;571;6,949,537;2672.82;457.07
Bumper;McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper;22684499418;2,366;1,964,505;2323.67;401.01
Skippable in-stream;T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView;22673212687;1,877;1,421,076;5500.45;379.88
Bumper;T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper;22673043328;5,036;2,418,500;5497.81;99.52
In-feed;McDonald's McNuggets June 2025 - Bumper;22661560940;19;699,503;120.22;9.01
Bumper;McDonald's McNuggets June 2025 - Bumper;22661560940;804;854,769;879.77;292.92
Skippable in-stream;McDonald's McNuggets June 2025 - CPV;22655446491;711;728,734;2499.87;698.31
Bumper;T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper;22647377695;6,226;3,501,414;7499.69;20.61
Shorts;T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22643794958;3,444;1,247,772;1287.5;180.84
Skippable in-stream;T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22642276246;3,376;2,369,484;6400.58;319.84
Bumper;T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper;22642254895;5,110;3,133,659;6400.73;90.25
Skippable in-stream;T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22637616678;4,825;2,653,588;7500.18;271.45
Skippable in-stream;McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;871;873,642;2999.25;747.87
Skippable in-stream;McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;415;434,991;1499.41;718.16
In-feed;McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;21;260,924;59.89;53.68
Bumper;McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;505;410,664;518.65;166.54
In-feed;McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;8;346,333;135.8;49.2
Bumper;McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;665;476,479;863.81;232.26
Skippable in-stream;McDonald's Grimace Exclusive June 2025 (YT) - CPV;22623078690;259;239,198;865.34;179.94
Skippable in-stream;McDonald's Coffee Monday AO May - Jun 2025 (YT) - CPV;22615794446;1,218;709,548;2499.22;1,001.08
Skippable in-stream;T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22609346806;15,672;5,623,017;12348.11;1,659.59
Bumper;T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper;22605577634;8,367;4,584,088;8596.68;132.33
In-feed;McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;4;198,199;57.67;2.74
Bumper;McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;185;224,934;278.3;61.56
Skippable in-stream;T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601760185;2,077;1,781,591;6499.08;381.09
Shorts;T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22601647835;2,814;1,055,685;700.44;134.33
Skippable in-stream;T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601582282;683;595,536;1600.01;41.15
Bumper;T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper;22601549246;980;786,812;1600.13;28.12
Skippable in-stream;McDonald's McCrispy AO May-Jun 2025 (YT) - CPV;22600968923;1,002;961,920;3500.41;935.7
In-feed;McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper;22600899041;31;1,319,481;237.54;48.18
Bumper;McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper;22600899041;1,687;1,669,961;1762.49;646.7
Skippable in-stream;McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;22600788851;83;116,860;420.26;72.33
Shorts;T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22599321744;3,521;1,811,838;3052.92;214.67
Bumper;202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Bumper;22592918381;19,771;8,852,533;11608.22;0
Non-skippable in-stream;202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Trueview;22592916878;10,386;6,631,590;13999.13;0
Skippable in-stream;Zott Hungry May - Jul 2025 (YT) - Reach Mix;22588201807;776;1,437,702;3511.13;0
In-feed;Zott Hungry May - Jul 2025 (YT) - Reach Mix;22588201807;12;464,383;207.32;0
Bumper;Zott Hungry May - Jul 2025 (YT) - Reach Mix;22588201807;4,952;2,715,585;3970.75;0
Shorts;Zott Hungry May - Jul 2025 (YT) - Reach Mix;22588201807;565;389,192;306.88;0
Skippable in-stream;McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;22586420394;13,636;2,547,437;8882.69;9,792.98
Shorts;McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;22586420394;415;171,151;115.64;162.4
Skippable in-stream;McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;534;432,581;1499.35;470.26
Skippable in-stream;McDonald's 1+1 May-Aug 2025 (YT) - CPV;22577682633;1,683;1,682,772;5001.46;794.76
In-feed;McDonald's 1+1 May-Aug 2025 (YT) - Bumper;22577658432;42;1,552,660;425.52;115.32
Bumper;McDonald's 1+1 May-Aug 2025 (YT) - Bumper;22577658432;2,024;1,753,372;2076.38;329.63
Skippable in-stream;McDonald's Employer Image II May - June 2025 Demand Gen - CPA;22575094499;431;9,539;13.53;172.12
In-feed;McDonald's Employer Image II May - June 2025 Demand Gen - CPA;22575094499;53,380;3,117,777;1600.84;24,225.90
Shorts;McDonald's Employer Image II May - June 2025 Demand Gen - CPA;22575094499;3,238;465,599;86.58;2,370.85
In-feed;McDonald's Happy Meal May-Jun 2025 (YT) -Bumper;22574478389;5;303,718;113.3;16.8
Bumper;McDonald's Happy Meal May-Jun 2025 (YT) -Bumper;22574478389;511;372,668;686.61;152.99
Bumper;Zott Monte May - Jul 2025 (YT) - Bumper - CPM;22554802796;2,224;1,489,958;2496.35;0
Shorts;Zott Monte May - Jul 2025 (YT) - Bumper - CPM;22554802796;1,400;727,796;503.99;0
Shorts;T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_Shorts;22551605888;1,508;518,281;250.66;75.41
Bumper;T03_000098_HR_NSU_ProtectMoisture_AW_May25_Jul25_fullf_OMD_DigGR_Bumper;22551416534;4,927;2,855,595;5281.77;69.76
Skippable in-stream;Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;6,210;2,249,296;6490.42;0
In-feed;Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;13;207,370;104.95;0
Shorts;Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;955;277,599;155;0
Skippable in-stream;T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_TrueView;22545157905;6,307;2,695,530;9894.41;1,012.01
In-feed;McDonald's Coffee Monday AO May - Jun 2025 (YT) - Bumper;22540460607;33;821,688;525.37;47.93
Bumper;McDonald's Coffee Monday AO May - Jun 2025 (YT) - Bumper;22540460607;969;551,146;974.08;345.5
Skippable in-stream;McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - CPV;22540452712;1,472;823,563;2999.16;1,306.36
Non-skippable in-stream;202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;2,624;4,451,056;9501.53;0
In-feed;McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;144;2,546,701;1002.6;244.6
Bumper;McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;485;407,061;496.97;148.58
