Campaign;Campaign ID;Campaign type;Country/Territory (User location);Impr.;Clicks;Cost
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC;22198490344;In-stream video;Croatia;930,648;2,513;2999.93
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Martinique;152;2;0.12
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;South Africa;11,783;0;11.36
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Kuwait;8,837;1;2.4
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Reunion;804;1;0.69
T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198525186;In-stream video;Croatia;1,771,777;4,683;5498.78
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;23357095577;In-stream video;Croatia;265,389;202;999.7
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Iceland;6;0;0
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Belgium;89;2;0.34
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Sint Maarten;166;0;0.11
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Montserrat;14;0;0.01
McDonald's Employer Image IV - Young Adults - Nov - Dec 2025 (VVC) - CPV;23280469343;In-stream video;Croatia;1,082,076;2,817;4499.23
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Puerto Rico;786;0;0.22
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Indonesia;262,954;545;214.68
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Bolivia;59,502;113;35.58
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;North Macedonia;3,834;3;2.82
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;New Caledonia;231;0;0.07
Nissan QQ March 2025 - Performance Max;22307343993;Performance Max;Croatia;951,574;12,313;4512.45
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Montserrat;23;0;0.01
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Italy;842;0;0.17
McDonald's McCrispy II April - May 2025 (YT) - CPV;22455842356;In-stream video;Croatia;1,122,354;1,420;3800.01
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Poland;206;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Pakistan;194,647;102;51.45
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Spain;62;0;0.28
VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163446124;In-stream video;Croatia;2,186,047;953;2041.81
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Kenya;45,581;11;16.96
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Awareness_20.10.-31.12.2025.;23168792552;Display;Bosnia and Herzegovina;6,627,474;9,277;1099.31
202511//Ceresit//Ceresit Glue;23229615301;Display;Belgium;85;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Spain;79;0;0.41
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Switzerland;23;2;0.07
prolife_november_2025_youtube_cpm;23257344616;In-stream video;Croatia;3,670,707;2,916;5740.31
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;In-stream video;Croatia;2,435,491;2,416;2701.24
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Nepal;74,933;268;22.18
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Cyprus;764;0;0.2
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Estonia;1;0;0
DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.;22453368902;Demand Gen;Croatia;3,061,758;54,599;1850.01
DG_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025;22425862319;Demand Gen;Bosnia and Herzegovina;3,906,142;126,248;1068.04
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Kuwait;3,536;7;3.11
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Sri Lanka;26,665;71;6.9
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198446400;In-stream video;Croatia;877,368;2,143;2499.75
202512//Ceresit//Ceresit Expert;23348045715;Display;Belgium;79;2;0.09
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Chile;23,214;8;23.18
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;United Kingdom;235;0;0.07
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Lithuania;333;0;0.09
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Chile;23,735;4;26.81
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper;22329334281;In-stream video;Croatia;4,700,787;9,404;9994.85
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Northern Mariana Islands;61;0;0.03
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Netherlands;133;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Dominican Republic;29,451;53;21.32
T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22643794958;In-stream video;Croatia;1,247,772;3,444;1287.5
202511//Ceresit//Ceresit Glue;23229615301;Display;Hong Kong;16;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Ecuador;86,839;79;57.61
202509//Ceresit//Ceresit CT19;23051949030;Display;Nigeria;285;0;0
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC;22329610038;In-stream video;Croatia;2,567,797;6,070;4502.07
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Netherlands;267;0;0.09
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;New Caledonia;56;0;0.04
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;In-stream video;Croatia;976,734;694;2500.99
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Falkland Islands (Islas Malvinas);2;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Singapore;27;0;0.04
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Ireland;288;0;0.05
McDonald's Coffee July - September 2025 (YT) - CPV;22733053338;In-stream video;Croatia;860,386;921;2500.29
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Bangladesh;205,856;995;125.62
McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper;22994092464;In-stream video;Croatia;3,041,446;1,782;2499.66
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Panama;4,348;4;3.77
McDonald's Employer Image III Aug - Sep 2025 (YT) - CPV;22921320684;In-stream video;Croatia;1,036,209;1,117;2499.1
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Laos;18,390;83;4.39
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;In-stream video;Croatia;456,259;442;1499.87
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Canada;3;1;0.69
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Malta;81;0;0.06
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Georgia;10,571;6;7.34
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Canada;59;0;0.33
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Montenegro;1,067;0;0.84
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Saint Helena, Ascension and Tristan da Cunha;6;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.;22499484667;In-stream video;Croatia;2,215,791;2,382;2283.82
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Awareness_1.11.-15.12.2025.;23214557439;Display;Bosnia and Herzegovina;7,519,913;8,083;1236.01
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female;22356921765;In-stream video;Croatia;343,154;775;499.91
T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewYounger;22445914925;In-stream video;Croatia;1,845,264;3,911;6300.19
McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;In-stream video;Croatia;844,730;885;2499.01
T03_001233_HR_NCR_RepairCareAPC_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview - RC;22217401436;In-stream video;Croatia;540,372;943;1249.88
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Tunisia;27,763;86;15.87
PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;Performance Max;Germany;4;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Portugal;847;0;0.18
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Luxembourg;64;0;0.05
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper;22194673340;In-stream video;Croatia;1,824,467;3,999;2997.87
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Denmark;28;0;0
McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;In-stream video;Croatia;1,074,920;1,041;3500.2
202511//Ceresit//Ceresit Glue;23229615301;Display;Romania;71;3;0.13
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Paraguay;26,516;32;17.18
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W;22199077804;In-stream video;Croatia;1,087,233;1,436;3199.94
McDonald's Coffee Monday AO May - Jun 2025 (YT) - CPV;22615794446;In-stream video;Croatia;709,548;1,218;2499.22
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Senegal;18,256;58;9.91
McDonald's McCrispy AO May-Jun 2025 (YT) - Bumper;22600899041;In-stream video;Croatia;2,989,442;1,718;2000.03
202509//Ceresit//Ceresit CT19;23051949030;Display;Malta;75;2;0.07
202509//Ceresit//Ceresit CT19;23051949030;Display;Finland;65;2;0.11
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Brazil;0;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Bermuda;115;0;0.07
McDonald's Fries December 2025 (YT) - CPV;23315136637;In-stream video;Croatia;964,150;569;2999.2
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;San Marino;9;0;0
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;22199101129;In-stream video;Croatia;1,373,827;3,134;2096.34
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Nigeria;13;0;0
T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_TrueView;22545157905;In-stream video;Croatia;2,695,530;6,307;9894.41
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;New Zealand;5;0;0.05
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248624606;Demand Gen;Croatia;4,316,956;69,475;2000.16
202512//Ceresit//Ceresit Expert;23348045715;Display;Latvia;7;0;0
T03_000098_HR_NSU_ProtectMoisture_AW_May25_Jul25_fullf_OMD_DigGR_Bumper;22551416534;In-stream video;Croatia;2,855,595;4,927;5281.77
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Armenia;1;0;0
202512//Ceresit//Ceresit Expert;23348045715;Display;Norway;45;0;0
202509//Ceresit//Ceresit CT19;23051949030;Display;Bulgaria;157;1;0.05
McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;In-stream video;Croatia;423,133;189;335.97
Zott Protein Apr - Jun 2025 (YT) - Bumper - CPM;22432580057;In-stream video;Croatia;1,996,425;2,299;2500.72
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;United Kingdom;10;0;0.08
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Latvia;689;0;0.15
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Switzerland;2;0;0.02
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;Croatia;1,003,324;679;748.44
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Switzerland;3;1;0.46
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Sri Lanka;27,694;210;14.21
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Ireland;108;3;0.1
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;France;44;0;0.26
T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female;22363752698;In-stream video;Croatia;660,136;1,055;1937.17
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Moldova;8,072;4;5.35
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Portugal;132;0;0.13
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Bulgaria;2,218;0;1.67
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Dominican Republic;33,958;77;26.34
jgl_zaposljavanje_october_2025_cross-network_pmax;23130287493;Performance Max;Argentina;0;0;0
Zott Monte May - Jul 2025 (YT) - Bumper - CPM;22554802796;In-stream video;Croatia;2,217,754;3,624;3000.34
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;British Indian Ocean Territory;2;0;0
Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;In-stream video;Croatia;1,643,971;1,789;2000.6
McDonald's Employer Image Dugopolje  Feb- Mar 2025 Performance Max - CPA;22232159977;Performance Max;Croatia;1,198,251;11,850;3108.56
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Anguilla;52;0;0.03
202511//Ceresit//Ceresit Glue;23229615301;Display;Sweden;199;0;0
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;South Africa;22;0;0
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22601647835;In-stream video;Croatia;1,055,685;2,814;700.44
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Isle of Man;82;1;0.04
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Guam;276;0;0.21
McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;In-stream video;Croatia;2,368,233;633;1500.25
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Kenya;41,473;41;28.12
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;British Virgin Islands;117;0;0.04
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Sweden;1;0;0
T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers;22339259423;In-stream video;Croatia;912,276;1,233;2000.4
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Finland;3;0;0
PMAX_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130284850;Performance Max;Croatia;428,505;3,098;1492.76
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Svalbard and Jan Mayen;3;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Montserrat;18;0;0.01
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Singapore;9;0;0
Zott Protein Jan - Mar 2025 (YT) - Trueview - CPV;22109053123;In-stream video;Croatia;5,086,993;4,700;8301.05
McDonald's McNuggets II July - August 2025 - CPV;22818941470;In-stream video;Croatia;1,176,806;1,080;2001.48
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.;22133253577;Performance Max;Italy;1;0;0
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Pakistan;2;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Saint Pierre and Miquelon;8;0;0.01
T03_001636_HR_NFC_CellularEpigenetics_AW_Sep25_Oct25_fullf_OMD_DigGR_VRC_oKPI;22911143511;In-stream video;Croatia;5,311,486;7,356;8805.99
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Oman;5,028;6;3.84
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;In-stream video;Croatia;1,431,173;682;1500.93
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;French Guiana;422;1;0.29
McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;22600788851;In-stream video;Croatia;116,860;83;420.26
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Luxembourg;66;0;0.04
T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22686046442;In-stream video;Croatia;4,512,157;11,287;13647.9
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Canada;343;0;0.12
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Nigeria;11,078;8;2.95
jgl_zaposljavanje_october_2025_cross-network_pmax;23130287493;Performance Max;Indonesia;3;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Moldova;9,086;13;7.06
202511//Ceresit//Ceresit Glue;23229615301;Display;Oman;143;2;0.08
202512//Ceresit//Ceresit Expert;23348045715;Display;Australia;19;1;0.04
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Gibraltar;28;0;0.02
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Iraq;91,602;56;41
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Reunion;1;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Morocco;69,399;37;24.11
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Switzerland;27;0;0.01
Nissan All range November 2025 (DN) - CPM;23209428377;Display;Croatia;11,937,662;7,894;3119.99
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Bulgaria;238;4;0.13
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Croatia;425;0;0.06
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Japan;11;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Bahrain;4,423;3;1.4
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Guadeloupe;252;0;0.08
202509//Ceresit//Ceresit CT19;23051949030;Display;Saudi Arabia;38;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_5.9.-15.10.2025.;22980662139;In-stream video;Croatia;943,041;1,468;1199.1
prolife_november_2025_display_cpm;23253168887;Display;Croatia;12,033,257;8,510;2870.58
T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Bumper;22322179083;In-stream video;Croatia;3,986,200;7,646;8875.46
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Finland;90;0;0.03
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Spain;145;1;0.88
202511//Ceresit//Ceresit Glue;23229615301;Display;Finland;73;0;0
VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;22514122692;In-stream video;Croatia;2,362,018;2,242;2200.99
McDonald's MOP Sep - Nov 2025 (YT) - CPV;23038260706;In-stream video;Croatia;694,830;610;2200.97
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Puerto Rico;174;0;0.21
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;22089219752;In-stream video;Croatia;899,733;265;500.2
McDonald's McDelivery May - June AO 2025 (YT) - Bumper;22503142066;In-stream video;Croatia;923,272;616;1000.69
202509//Ceresit//Ceresit CT19;23051949030;Display;South Africa;43;0;0
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Qatar;29;0;0
McDonald's Coffee AO Jan - Mar 2025 (YT) - CPV;22083070983;In-stream video;Croatia;895,354;817;1999.64
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Caribbean Netherlands;144;0;0.04
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;United Arab Emirates;176;0;0.36
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Romania;133;2;0.44
